rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,timestamp_year
1,Warped,"The album is so warped it won't play.  My sister and I, hoping to relive our 1970's childhood were very disappointed.",[],B0018NKZIU,B0018NKZIU,AFVJCATKWWHK5WPPDJI6BKDKGI4Q,1388403136000,1,TRUE,2013
1,Disappointing Collection,"Unlike a past CD by this artist, this collection had little variation in tempo and range of Walsh's prior talent.<br />I gave it away to the library book sale.",[],B00020BPIE,B00020BPIE,AG47KMDGUTRSEKDHBZVGSHZ2H7YQ,1375886336000,0,TRUE,2013
1,Great CD but buy Volume 2 instead for better value. Same music w/ Bonus tracks!!,"This is a great soundtrack if you are a Maurice White or Earth, Wind & Fire fan.  The music is easily recognizable as Maurice White music and can be enjoyed even if you have not seen the Gatchaman movie.<br /><br />Con: The only problem with this one is that if you buy Volume 2 you will get all of the same music that is on this CD plus the alternate version of each song.  I would recommend for the value buy Vol 2 instead of this title and avoid buying both Vol 1 & 2 since you'll just be wasting money on the same music.",[],B000Q5TV5E,B000Q5TV5E,AEQITB55XKW72AG4PWTPRMNRN56Q,1386954764000,2,TRUE,2013
1,Received wrong product,"Ordered &#34;Down to the River to Pray&#34; by Allison Krauss, but  received an &#34;accompaniment&#34; CD .  Thought it too much trouble to return and afraid to re-order since I would probably get the same wrong item.",[],5553776260,5553776260,AGD7JB63FJ7B77LY7I4IGKFF7YHQ,1370967298000,1,TRUE,2013
1,WARNING - This IS an ABRIDGEMENT,"I have no idea how Amazon gets away with calling this unabridged, because it most certainly is an abridgement.  If you are looking for the WHOLE story, like me, you will be sorely disappointed.",[],B0000045PY,B0000045PY,AH3X2QTQPNM3AL46BZHRQ4IZBRRA,1370884033000,11,TRUE,2013
1,Annoying,It is difficult to relax while listening to this because the guy has such an annoying voice and his words are so inane.,[],B005BIBRVC,B005BIBRVC,AF3QN7S6452DQHAY46Y6ZJNB5BMQ,1362747419000,7,TRUE,2013
1,It's a waste,"This CD is a remake of the originals. If you're looking for the songs as we remember them, don't blow your money on this thing.<br />I threw mine away.",[],B000EXZJXG,B000EXZJXG,AHTQWAPQ6NHS7Y2VQ6CJBM3OAZ6A,1376790911000,1,TRUE,2013
1,Very disappointing about the seller,"I have only played this cd a couple of times and then only the first 4 songs, which are my favorite. I wanted to put it in my itunes playlist and out of 14 songs only 7 played completely and the next two, #8 and #9 played half of the amount of time and #10 - #14 did not play at all. This is very disappointing to me and of course I should have checked the whole cd when I got it. But the seller was not Amazon, but they were ranked high<br />so I did not think about it. How frustrating the way people rip of others.",[],B000BB84Z6,B000BB84Z6,AEAGNPEHGHFQPARMCQU7JDTLELEQ,1371959971000,0,TRUE,2013
1,DO NOT ORDER,"Not what you expect, more version of this title out and this was not the one I was looking for and could not get a refund",[],B008E6CJU6,B008E6CJU6,AG23VVFTDROAA7E4Y7BE4GFXPSBA,1365163685000,0,TRUE,2013
1,Not the Music,"I was particularly looking for Johnny Mathis and Chris Botti's performance of ""The Shadow of Your Smile.""  This CD does not include any of the music from the CD ""At the Movies.""  It includes interviews about some of the music on the ""At the Movies"" CD. These interviews are limited to only a very few of the selections: Cimema Paradiso, As Time Goes By, The Pink Panther, Moon River, The Way We Were, Somewhere.  I wish the description of this CD had been much more clear that it wasn't the music. It's basically an overblown ad for the other CD.",[],B000RYWTP8,B000RYWTP8,AGJPK254XPS26C43N3FZGPAAKRGA,1381951585000,0,TRUE,2013
1,Don't Waste Your Money,"This is a terrible cd sold by the beautiful music company. All the songs are sung by the same third rate singer and it will drive you nuts. I picked this up on Amazon to save my mom the $24.99 the beautiful music company was charging and little did I know I was just buyin 1 cd not 2! Any way a totally worthless purchase either way.My Mom Ordered The CD from The Beautiful Music Company Over 3 Months Ago, Canceled The Order And Is Still Waiting For A Refund [Mind You They Cashed Her Check, The Same Day They Received It!]. Yep, A terrible CD, Marketed by a terrible company- The Beautiful Music Company. What A Joke!",[],B00D5GY7H8,B00D5GY7H8,AFHCP755HBBKFEJG3HO47XDXL4QQ,1384108311000,3,TRUE,2013
1,RPO plays the music of the Beatles,"RPO conducted with a chorus in the background... the music lack luster and lethargic....I don't think this CD is worth the space on my shelf... very disappointed, usually RPO give flawless interpretations of pop music.  Well, you can't win them all..<br />However I can't recommend this CD to anyone who appreciates good music, for this certainly is not a representation of the RPO.",[],B0000073GX,B0000073GX,AH5SF3GLXYIUZAWBTJZ4BJW6HRZQ,1386214215000,0,TRUE,2013
1,Hate it!,Sounds like cheap tape recording. Song are not preformed very well. Sounds like a beginners practice tape! save your money!,[],B001IJRLI6,B001IJRLI6,AGQYI37MP3E5MUXYYUXWH4JPRJQA,1377201584000,0,TRUE,2013
1,No wonder Bassy did not want these songs released.,Glad I bought the cassette. Bassey sings great but the background accompaniment really hurts her performance. More of a novelty than something to pursue unless you HAVE to HAVE it.,[],B004VMTO6O,B004VMTO6O,AG4S3VMKGHGEKQIRVNC5LGOFHRIA,1409687009000,0,TRUE,2014
1,SOUNDS LIKE A KNOCOFF CD-WHAT A WASTE OF 15 DOLLARS!!!!,"SAVE YOUR MONEY! This although it may not the fault of the seller, is not  the original version of Edison Lighthouse of Love Grows. I can't comment on the other songs, since the only song I'm aware of is their one hit.  The sound lacks the richness of the original.  It sounds as if this was sung by an imitator using a karaoke recording of the music that is lacking in a big way. Yet this was sold with the CD cover stating &#34;Love Grows with Edison Lighthouse- All their greatest hits on one special edition CD&#34;; (all one of their hits).  I bought this as Christmas gift for my autistic son and what a disappointment to me, because he likes Love Grows. Hopefully he will be okay with it and I believe he will, but what a waste of 15 dollars. It is imported from England. Hopefully the seller will notify the folks in jolly old England that he/she will stop selling this mediocre crap and pass it off as the real thing.  Folks I don't like to give negative reviews, but this deserves one.  I'm waiting to hear back from the seller.  I don't believe it is the fault of the seller, as I'm the first reviewer.",[],B0001W7Q1I,B0001W7Q1I,AEYQIINOZ5VGN62ICPB4ZYELPG3Q,1419300261000,0,TRUE,2014
1,Disappointed,"I got this for my mom who loves Sarah Chang.<br />She was so happy and excited to listen to these cd's, but only to realize that these cd's are in horrible quality!<br /><br />Sound quality<br />- This was the major issue.<br />- I was barely able to hear the songs!<br />- I had to adjust the sound volume to the highest my cd player can go just to be able to barely hear it.<br /><br />I honestly do not know what is wrong with it. The cd's do not have any scratches or dents.<br />All I know is I am stuck with 5 cd's that I can barely hear. Not happy at all.",[],B00C68FJ9G,B00C68FJ9G,AHY5T3X2E4N2TPFI56HZE6BJQBLA,1412699640000,3,TRUE,2014
1,Not so good.,"The discs appear to be slightly defective in that the sound quality is poor compared to my memory of the LPs, which I own.  If I had known, I wouldn't have bought them, or at least not from this vendor.",[],B00004VI9S,B00004VI9S,AF3AYR6XZLATKXKT3E33GKXGFO6Q,1415220378000,0,TRUE,2014
1,CRAP,"WHAT A CRAP CD, NOT SURE WHY THIS WAS MADE, ANY BEATLE WILL HATE THIS, WELL CD1, CD 2 IS OK NOTHING REMIXED, JUST PURE BEATLES",[],B00IFI2JN0,B00IFI2JN0,AEAW2RSTWAJ3K3EFOC7MTOQTLAAQ,1397712747000,3,TRUE,2014
1,didnt work,it was scratched and didn't work,[],B007NN7K5U,B007NN7K5U,AG4QEZRTSLTL6PTTELNRVUJ5HMTQ,1412872591000,0,TRUE,2014
1,No.,"Not actually singing or songs. A lot of La, la, la, la. Didn't keep the album.",[],B00CJY05P0,B00CJY05P0,AGOH4FO5P5MDMUSTUHZSOWLRG4KA,1418165803000,0,TRUE,2014
1,Bad choice,"same five songs, over and over again.  Makes no sense, waste of money.  Why would a Russian producer, not having a clue what Anders is all about produce this sad version of music.  Hated it.",[],B0047OBX9C,B0047OBX9C,AG7YASRGN4HRFAQCSBMOPYOZT7XA,1395651660000,0,TRUE,2014
1,DO NOT BUY,"It's not the REAL group. It's a mediocre cover of what would have been an excellent collection. However, the vendor refunded money and did not want the item back.",[],B000KEBBBS,B000KEBBBS,AF3I3SEG4BE6R7JP2M46ERLH6R3Q,1411486332000,0,TRUE,2014
1,not that good of a singer,Don't waste your money.,[],B0018LKCJE,B0018LKCJE,AEY53Z54UJFTOYSLO4ZEF3ONATRA,1417280840000,2,TRUE,2014
1,Not what I wanted,This CD set was a 4 CD set with one CD missing.<br />I did not know this at the time.<br />The songs are not nothing to write home about.<br />I should have read more.,[],B000U5DS40,B000U5DS40,AHEECIY6JL377ESGQE6BJVBRMDKQ,1388853746000,0,TRUE,2014
1,unsatisfied,C.d. pictured is not creep by radiohead. It's actually creep by stone temple pilots. I was not happy when I received wrong c.d. creep by stone temple pilots instead of ordered c.d. creep by radiohead.,[],B000057W1X,B000057W1X,AF6KR5RIUA4XPZGHFKYE62K5OWEA,1401237901000,1,TRUE,2014
1,One Star,The quality was very poor. I love this song and was highly disappointed. I trashed it.,[],B00000AU3E,B00000AU3E,AGWSCREDTA2FOSO2ITRU7LGITJJQ,1418926541000,0,TRUE,2014
1,"A Night with the Zoo Animals ... sqwak, yawk, flat, flat, flat  -  so AVOID","I recently, at the &#34;fossil age&#34; I am, to this magnificent work of art, and have assembled a couple of DVD's and several various CD's, many featuring TOP artists in their prime.  I purchased this recording because it is LIVE, Teatro Regio Turino, and if you ever need proof that singing opera isn't the 'walk in the park' the great artists make it seem to be, this performance is the perfect example.  Flat singing is just a shade worse than sharp, and there are, from time-to-time, plenty of 'flat' passages here.  ??? Worst performance ever recorded???  No, but with so many good ones out there, I'd pass this one up, unless you are a slave for punishment.  In the year 2014, given all the progress mankind has made, at least regard to the distribution of GREAT PERFORMANCE ART, it is heinous that this performance is being foisted off on the public.  Still, there are also some terrific LIVE moments, although the flat singing has put off the audience.  Enuff; definitely buy a recording and enjoy this GREAT opera, just don't buy this recording!",[],B004O4SEAG,B004O4SEAG,AGWIGLIDC4FXP7BF5FWNY73QXMZA,1390150905000,4,TRUE,2014
1,DON'T BOTHER!,"After spending more time analyzing this release I decided to revise my review to point out several other problems with it. First of all, they have chosen for the cover of this boxed set one of the most unflattering EARLY pictures of Rosemary I've ever seen (which appears to be from the 1940s) -- from a period that does not even seem to correspond to when these recordings were made (1955-61). How odd. Then they repeat that same rotten photo on all the CDs. The decision to do this is reflective of the rest of the package because it demonstrates that whomever it was (Robert Bader of Crosby enterprises?) who chose this repertoire for Mosaic, was fairly clueless about this great artist.<br /><br />Otherwise, why would they have made such a poor choice of repertoire? Once you've listened to the first disk, there's no reason to bother listening to the other four; they all sound the same. There is a monotony to the music that is stultifying. Typically a song starts out with Buddy Cole's hideous Hammond, Rosey sings a little, then we have to endure overly long bridges on which Mr. Cole tries to show off his keyboard skills on the electric organ, and then Clooney does a quick ending. On some songs it seems Cole is the star and Rosey just fills in here and there. It has been reported on the web that there were over 250 songs by Miss Clooney in the can from these radio shows. All sorts of her performances on the Bing/Rosey show and her own CBS broadcasts are missing. Understandably, since this set features roughly 100 songs they had to omit some. But it's the ones they left out that are among HER BEST. Where are ""My Personal Possession,"" ""Around the World,"" ""Colors,"" ""Tammy,"" ""It's Never Quite the Same,"" ""Almost In Your Arms."" The list goes on: GREAT SONGS that SHOULD have appeared here, but disappointingly do not. The numbers I mentioned would have imbued this offering with more musical diversity. Instead we get too many of the same-sounding songs.<br /><br />The statement that ""90 recordings - have never been available until this limited, collector's edition set"" is provably UNTRUE. You can find many of these songs on scores of OTR sites, some of them in very good fidelity, which have been sold on CD-Rs by the site owners (for only a few bucks) for YEARS and are the equal of what is on the Mosaic expensive set. Just browse the web if you don't believe me. Sadly, there are also some really bad copies of some wonderful Clooney performances that appear on the web and THOSE are the ones that Bader and Mosaic should have given us here. Why didn't they?<br /><br />The sound quality is not bad but it could be better. It is highly dubious these recordings are all derivative of tapes as is claimed. Why else would there be some pops and clicks, if some of these didn't come off disks?<br /><br />So we are left with a set that seems deliberately to spotlight the most bland recordings by Miss Clooney out of some stellar tracks that are known to exist. A barely passable pianist, when Buddy Cole turned to his hideous Hammond organ to accompany Clooney (or Bing Crosby), he invariably RUINED the track. He had a real knack for coming in blaringly LOUD and TOO FREQUENTLY, utterly destroying the mood of the song and stomping all over Rosemary's exquisite vocals. Granted there are a handful of songs on this VERY OVERPRICED set that have somehow escaped Cole's ruination, but not enough salvageable material to even make 1 decent CD out of. I know. I've tried to go through and pick out enough songs to burn a ""favorites CD"" for my own enjoyment. It's very hard. There are a few gems, but I emphasize the word FEW.<br /><br />Miss Clooney was a vastly underrated singer of considerable power and depth, whose beautiful intonation and perfect pitch were so very pleasurable to hear. It is a sad, sad thing that an opportunity was missed to showcase her lesser known performances here. Bottom line: don't bother. There is plenty of other wonderful Rosemary Clooney material available on Amazon.<br /><br />And BTW, despite the vicious personal assaults on me by other reviewers who even purport to know who I am (how could they?), I am not shilling for anybody else. What I have posted here is my honest opinion. I commend the label for wanting to do a package on one of the finest female singers of all time. I just wish they would have gotten the fans involved to help them pick the material. We could have recommended far better songs than what is showcased here. THAT is my point. I seriously doubt they will come out with a Vol. 2 boxed set anytime soon. It is just very disappointing to a lot of us Clooney fanatics. Her fans DESERVE to hear the rest of her unreleased music and many of us will never live long enough to enjoy that pleasure.",[],B00M3D0CN2,B00M3D0CN2,AGIO22QCA6V3TSIIM5YNITCX3WOQ,1407342825000,16,TRUE,2014
1,One Star,Broquen case,[],B005P0O5PG,B005P0O5PG,AG34CCTIPEW4XKUEJXRYRXK7UGGQ,1415966890000,0,TRUE,2014
1,One Star,Not so great.,[],B00079YYV0,B00079YYV0,AECFKOHKOZQ6OKTH2L2H3O6UE5FA,1450069261000,0,TRUE,2015
1,One Star,Not the whole cd,[],B00PO4XEXW,B00PO4XEXW,AGCPNKEGN6XZDD52B3YLWYUSJ3VA,1426285334000,0,TRUE,2015
1,"Good Music, bad CD","It may be great music, but the cd that arrived was defective and would not play.",[],B00GUJBIXI,B00GUJBIXI,AH4GMMYJ7KVFKRMHKXCCRYG7JC6Q,1423696376000,0,TRUE,2015
1,Did not get what I expected.,Love Nancy Wilson and have many of her albums dating back many years. The problem here is that the album displayed says it's STEREO and the one received is MONO. A very big difference. I even ordered the same album from 3 different sellers which all displayed the album as being in stereo. They all came back as mono. As a music producer and recording engineer myself I need to hear my music in its full spectrum. In this case that was not going to happen. Out of frustration I gave up on the matter and moved on.,[],B004GR3IJS,B004GR3IJS,AE77VJ56TAIJ7X45CVYTUL6U7YKQ,1451113412000,3,TRUE,2015
1,One Star,Cover and sleeve in deplorable condition. Would not have purchased if knew this.,[],B0012N8WTK,B0012N8WTK,AFMPRZDFLCOON7NVJE254VHIKZLA,1420498636000,0,TRUE,2015
1,Cassette tapes,"It wasn't a CD, it was cassette tapes.",[],752861425,752861425,AFAJW2KEW6GGE2WRM2NKYJ5HFNAA,1423228480000,0,TRUE,2015
1,Woodland sound and bad new age music meditation CD,Woodland sound and bad new age music meditation CD. No vocals at all. No Pranayama instruction. You won't learn anything from this one.,[],B0000DEQUD,B0000DEQUD,AFFVUHWFW3NOKUTJQ357TLIBDGMQ,1421473727000,0,TRUE,2015
1,Hate it. Sorry I wasted the money,All redone music. Hate it. Sorry I wasted the money. Will have to get another jn CD .,[],B00FY3ECJ8,B00FY3ECJ8,AFUWEBXVIXBTUNNUKKW2FBSKADZA,1445019006000,0,TRUE,2015
1,One Star,I thought it was a set. It was only one CD.,[],B000774BJW,B000774BJW,AFRT3RRI6BTRNBX3HPI4REYVXVOQ,1445033642000,0,TRUE,2015
1,I paid too much money for this because after it ...,"I paid too much money for this because after it arrived, I found many songs were on other CD's.  It cost close to $35.00.",[],B00H15H4WE,B00H15H4WE,AGDOPXEM2PHPPWD7JPGHS5LBFKNQ,1435772282000,3,TRUE,2015
1,Insight Program,I bought this CD because it is supposed to reduce stress.  You listen to it for 24 minutes each day for two weeks then you move on to the next level. I listened and all I heard was static - not relaxing to me. A glass of wine is better than this.,[],B00074XIHQ,B00074XIHQ,AEUMX57GZDKMJKJV6IB6VDV2WPKA,1439832009000,3,TRUE,2015
1,NOTHING LIVE from the HORDE Festival.,"Buyer beware: ALL the songs are from albums from the individual artists, NOT from the HORDE Festival. ALL these &#34;HORDE&#34; albums are JUST COMPILATION albums from the individual artists.",[],B0009YGFOW,B0009YGFOW,AGPMDSPRRZ74WFYVTFWIUXN7GPSQ,1436981588000,8,TRUE,2015
1,One Star,"NOT A QUADRADISC MS VIKKIE???? WRONGING NOT A QUADRADISC, I HAVEV OVER 5000 QUADRADISC, AND SQ ABOUT A THOUSAND, AND ABOUT 500 QS. I ONLY ALL FOUR SYSTEMS INCLUDING UX FROM UK AND JAPAN. DO YOU SEE A SQUARE QUADRADISC LOGO. NOT ON THIS ALBUM!!!!",[],B004PKT1WO,B004PKT1WO,AFZLSA35JFLUEA7KZ7QFDR5ZWRYQ,1432970972000,0,TRUE,2015
1,They basically added BAD saxophone riffs to great old songs that didn't need ...,Awful......Oh my Lord!!  Are they for real?  They basically added BAD saxophone riffs to great old songs that didn't need them and made these songs worse!!!<br />I thought they were being remastered with a &#34;wall of sound&#34; or something The songs haven't even been remastered at all. Jeff Lynne Please HELP!!  These bozos need an education in what real producing sounds like!  So Disappointed....DO NOT WASTE YOUR MONEY!!,[],B00RYHZH00,B00RYHZH00,AEK3SVQC66CZQTC6VLQLDVQXZOGQ,1442017373000,9,TRUE,2015
1,Just Okay,I do not agree with her doctrine but the book is a good piece of advise if you want that,[],7901008717,7901008717,AHC7ZDOWTH7PMXWJ2Y7XRQ6ZYHMA,1449959889000,0,TRUE,2015
1,One Star,"Liked other CDs from this artist, but not this one.",[],B000EHM2MI,B000EHM2MI,AEMBCLMCEB4RFNCTC2EV57WZTW7Q,1426448715000,0,TRUE,2015
1,Fogerty live in Chicago!!! Wrong item! Wrong price!!!!!,Would of like to listen to this hard to get cd! But I recieved DVD ! Never heard cd! Had to ship back wrong order! Wasn't happy!!!!!,[],B003PIUA18,B003PIUA18,AE34XE3DSXHTUHC5KOQSIJM4TZZA,1424036932000,0,TRUE,2015
1,"The Dance Classic Showcase Vol. 4 WHAT A ""CLASSIC"" RIP-OFF!!!!!",WASTE OF MONEY!!! THIS WHOLE COLLECTION SOUNDS LIKE SOMEONE RECORDED THE CD @ THEIR HOUSE WITH THEIR HOME STEREO!!! THE SONGS INCLUDED ARE NOT EVEN FULL LENGTH ORIGINALS BUT RATHER SOUND LIKE EDITED VERSIONS!!!!! I RETURNED THE CD & THE SELLER HAD THE NERVE TO DOUBLE CHARGE ME FOR SHIPPING!!!! OH WELL!!!!!!,[],B0007L6ONE,B0007L6ONE,AEO55Y6YLKKV2XANJ2VTEI5ACRWQ,1422371419000,2,TRUE,2015
1,Love the song but wish there was more music on this cd.,There's only one song on this cd. What a disappointment.,[],B00NUIB0LC,B00NUIB0LC,AGPEWL6TTCOLEGJVDFK7LPDJSBMA,1427224020000,0,TRUE,2015
1,One Star,was scratched and wouldn't play at all,[],B00U2RH5PO,B00U2RH5PO,AEG3Z3D3ERTDSIZ7AXUZMBO3XTMA,1440202967000,0,TRUE,2015
1,"To bad, its agreat album","to many problems to go into details. To bad, its agreat album, to bad they didnt take care of it.",[],B00PUU836I,B00PUU836I,AHG2RVAT2URSCN3LYX66RO5PWF4A,1448506435000,0,TRUE,2015
1,This cd only has 2 songs one I have never ...,This cd only has 2 songs one I have never heard with lyrics that should be censured. Payed 21.00 for this.,[],B00QT8YACG,B00QT8YACG,AEH7MTMF5DMFZUIGQ4AMEJEWOP2A,1443821343000,3,TRUE,2015
1,"Also the sound is not good quality, for instance the song","No it didn't !!! I don't understand the fact that when I put it in my car it says on the screen that it's a  CD by the singer Pink and the songs title are not from Kandace Springs but by Pink. Also the sound is not good quality, for instance the song, Love got in the way has a rumbled distortion bass track in it.  Extremely disappointed !!!",[],B00R71HUQM,B00R71HUQM,AGPYA24LRW4G6TYWLPEYRWKR4CFA,1448137981000,0,TRUE,2015
1,One Star,Discs are damaged and don't play properly.,[],B00OF3IUSW,B00OF3IUSW,AEUZEAKSVYH2R3NUTSVNHHDXGLQA,1445452514000,1,TRUE,2015
1,Taras Bulba hits the bargain basement,"I've acquired the key elements of this excellent Waxman score on several compilation albums recorded within the past 20 years, the longest of which is a 10+ minute suite; all of these little suites are performed beautifully and in magnificent sound.<br />THIS recording may be the original but it is in mono (they DID have Stereo in 1962) and if Hallmark (a/k/a Pickwick) didn't bother to get the stereo masters and lifted it off a mono LP or tape, either way, it's hardly acceptable. There was nothing done to remaster or improve the flat, mono sound. It has no resonance. The artwork is redundant (front, back, inlay) and it's a no frills affair redeemed only by the magnificent music of Waxman. Based on this release and some lackluster vintage pop releases from Hallmark with similar sound issues, I will avoid the label. I can't believe the other reviewers of Taras had no bone to pick about the sound, unless they're listening to it on an alarm clock CD player. This is a sound-stage orchestra, not a trio. Let someone re-issue classic soundtracks who cares and knows how. FYI...there was a newly recorded complete score of Taras issued recently, but I was the fool who saved a couple of bucks because I preferred to have the original. There's a lot of good things to be said about score re-recordings.",[],B00GIKI2QU,B00GIKI2QU,AEWICSVFIBUD4BNO6DWMLCUT7V7A,1446357432000,1,TRUE,2015
1,"Recordings sound muted, no dynamic range, should have been mastered = avoid this cd","There is little dynamic range to these recordings.  The songs should have been re-mastered.<br />Unless you like muted music, avoid this cd.",[],B00008LMSA,B00008LMSA,AH6OCI6OP5EOJHGBUPUNN2JLFH2Q,1450763927000,0,TRUE,2015
1,I'm sure it is fine. But am unhappy about the broken case,The plastic case was broken when it cMe in the mail. Unfortunately my car disc player is not working and I haven't played the disc yet. I'm sure it is fine. But am unhappy about the broken case.,[],B00COQNRK8,B00COQNRK8,AG25MGW7WDWDV5NRTDJFBOJEXNGQ,1424642386000,0,TRUE,2015
1,not happy,This tape was really bad.  Have been wanting it for so long and it was not even where you could listen to it.,[],B001I2PIJC,B001I2PIJC,AEKYNGJGESA2LVUJGPAP6EYEYL4A,1429584372000,0,TRUE,2015
1,One Star,AVATARMUSIC IN THE U.K. ARE DISHONEST,[],B00AQ1APJE,B00AQ1APJE,AGQYI37MP3E5MUXYYUXWH4JPRJQA,1447148998000,1,TRUE,2015
1,but the quality of recording is so bad that it's hard to tell,"The performance may be interesting, but the quality of recording is so bad that it's hard to tell.  Of the hundreds of CDs that I own, this one may have the worst sound.  Note that these recordings are &#34;AAD,&#34; not &#34;ADD.&#34;  They have not be reprocessed, and they are bad.  Shame.  These are potentially worthwhile performances by a great conductor and distinguished orchestra.",[],B008QDKNUK,B008QDKNUK,AHGD2MPSFQTKPMUDKJFMCCKKHKDQ,1444951237000,3,TRUE,2015
1,Didn't like it since it wasn't,"I thought this was sung my Dottie Rambo, Didn't like it since it wasn't. I was after hers not someone elses.",[],B00020JJ3W,B00020JJ3W,AE5DK6FQTEOBBFONY64EW3ZFTYVQ,1452896440000,2,TRUE,2016
1,no headline,The selections were for the most part uninspiring.  It's going into the donation box.,[],B000FTS8BE,B000FTS8BE,AFWXGZWG4TOCWAGDQSUUKONXVVCQ,1464497348000,0,TRUE,2016
1,Never again,DO NOT BUY. You're paying for a fake item. It's a fake vinyl.,[],B00Q3HKYT6,B00Q3HKYT6,AFW5WQNZAMTNKQITLSP2EBDVSKWQ,1451945409000,3,TRUE,2016
1,One Star,Two tracks catch and won't move forward ...and this was purchased NEW!,[],B0002N76YS,B0002N76YS,AENM76XREURDLTOHQSEK4HJW3XIQ,1462339400000,1,TRUE,2016
